start,end,sequence,rank,hardness
haste,pasts,haste hasty nasty pasty pasts,-0.0027501086484137335,2
manes,cakes,manes vanes canes capes cakes,-0.0027501086484137335,2
rider,tines,rider rides aides tides tines,-0.0027501086484137335,3
wheat,creep,wheat cheat cheap cheep creep,-0.0027501086484137335,4
missy,lusty,missy misty musty rusty lusty,-0.002750108648413734,3
fired,wines,fired mired wired wires wines,-0.002750108648413734,3
hurry,marry,hurry harry tarry parry marry,-0.0027622772707518463,2
looms,boozy,looms rooms booms boomy boozy,-0.0027622772707518463,3
flees,sheet,flees fleet sleet skeet sheet,-0.0027622772707518468,3
wrest,cress,wrest crest chest chess cress,-0.002762277270751847,2
shank,thine,shank thank thanx thane thine,-0.0027622772707518476,3
canny,bonds,canny candy bandy bands bonds,-0.0028804867448935243,4
cheap,clefs,cheap cheat cleat cleft clefs,-0.0028804867448935247,3
slunk,clank,slunk slung clung clunk clank,-0.0028804867448935247,2
wiped,wines,wiped wised wired wined wines,-0.0028804867448935247,2
basin,gases,basin basic basis bases gases,-0.0028804867448935247,3
falls,wails,falls fails hails rails wails,-0.0028804867448935247,2
valet,talcs,valet vales tales talus talcs,-0.0028804867448935247,3
jokes,poker,jokes yokes pokes poked poker,-0.0028804867448935247,2
hauls,mails,hauls halls hails rails mails,-0.0028804867448935247,2
stint,flint,stint sting sling fling flint,-0.002880486744893525,2
modus,loved,modus modes lodes loves loved,-0.0028926553672316375,4
dirts,pills,dirts girts girls gills pills,-0.002892655367231639,3
borne,funny,borne bonne bonny bunny funny,-0.0028926553672316392,4
rawer,pages,rawer raper paper pager pages,-0.002904823989569751,3
peach,roach,peach beach leach reach roach,-0.002904823989569751,2
enter,hater,enter ester eater later hater,-0.002904823989569752,2
craft,wrist,craft graft grift grist wrist,-0.0029048239895697525,3
carte,curly,carte carve curve curvy curly,-0.003010864841373316,3
brake,crate,brake braze craze crane crate,-0.003010864841373316,2
graze,prone,graze craze crane crone prone,-0.003010864841373316,3
films,dulls,films fills gills gulls dulls,-0.003010864841373316,3
yolks,holly,yolks folks folky folly holly,-0.003010864841373316,3
fling,crank,fling cling clink clank crank,-0.003010864841373316,4
crumb,plump,crumb crump clump slump plump,-0.0030108648413733163,3
primp,grime,primp primo prime crime grime,-0.003023033463711429,2
gyved,liver,gyved gyves gives giver liver,-0.0030230334637114296,3
chime,primp,chime crime prime prima primp,-0.0030230334637114296,3
level,haven,level revel ravel raven haven,-0.0030230334637114296,3
birds,parks,birds bards barbs barks parks,-0.00302303346371143,3
skint,paint,skint saint faint taint paint,-0.0030230334637114304,2
vails,soils,vails pails hails sails soils,-0.0030230334637114304,2
gangs,marks,gangs hangs hanks harks marks,-0.0030230334637114304,3
duces,makes,duces dukes dikes mikes makes,-0.0030352020860495432,3
hates,takes,hates hames names tames takes,-0.0030352020860495432,2
filch,fisty,filch filth fifth fifty fisty,-0.003035202086049544,3
flask,flics,flask flack fleck flick flics,-0.003047370708387657,3
pucks,tasks,pucks bucks tucks tusks tasks,-0.0031412429378531075,3
domed,fazed,domed dozed dazed razed fazed,-0.0031412429378531075,3
gulls,fools,gulls pulls polls pools fools,-0.0031412429378531075,3
flair,grail,flair flail frail trail grail,-0.0031412429378531075,3
baked,gaped,baked waked raked raped gaped,-0.003141242937853108,2
chess,cruet,chess chest crest crust cruet,-0.0031534115601912216,4
stela,smile,stela stele stole stile smile,-0.0031534115601912216,3
rouse,moose,rouse souse louse loose moose,-0.0031534115601912216,2
slush,flesh,slush slash clash flash flesh,-0.0031534115601912216,2
store,stack,store stork stock stick stack,-0.0031534115601912216,3
plebe,grove,plebe glebe globe glove grove,-0.0031534115601912216,4
baggy,loggy,baggy boggy foggy soggy loggy,-0.0032716210343328987,2
plump,slugs,plump plumb plums plugs slugs,-0.0032716210343328987,3
basis,vales,basis oasis oases vases vales,-0.0032716210343328987,3
males,vases,males bales hales vales vases,-0.0032716210343328987,2
snail,snore,snail snarl snark snare snore,-0.0032716210343328987,3
spire,chore,spire spore snore shore chore,-0.0032837896566710128,3
rives,coves,rives gives dives doves coves,-0.0032837896566710128,2
ducks,basks,ducks decks becks backs basks,-0.0032837896566710128,3
vests,parts,vests pests posts ports parts,-0.0032959582790091256,3
gives,mites,gives jives lives lites mites,-0.0032959582790091264,2
brags,trips,brags brigs brims trims trips,-0.0034019991308126907,3
prims,brats,prims brims brigs brags brats,-0.0034019991308126907,3
sells,wills,sells dells yells wells wills,-0.0034019991308126907,2
gouge,goosy,gouge gorge gorse goose goosy,-0.0034141677531508035,3
goose,rouge,goose gorse gorge gouge rouge,-0.0034141677531508035,3
snore,chose,snore shore whore chore chose,-0.003414167753150804,3
cocks,rooks,cocks conks cooks books rooks,-0.003414167753150804,2
upend,spied,upend spend speed spued spied,-0.003414167753150804,3
route,yours,route routs pouts pours yours,-0.003414167753150804,3
shlep,skeet,shlep sheep sheet sleet skeet,-0.003414167753150804,3
stoat,shook,stoat shoat shoot shoos shook,-0.003426336375488917,3
quart,quick,quart quirt quire quirk quick,-0.003426336375488917,3
quirk,quart,quirk quick quack quark quart,-0.0034263363754889176,2
elves,sexes,elves eaves saves saxes sexes,-0.003532377227292482,3
leech,peach,leech beech belch beach peach,-0.0035445458496305947,2
passe,curse,passe pause parse purse curse,-0.0035445458496305956,3
sorts,hoots,sorts forts foots roots hoots,-0.0035445458496305956,2
frank,crane,frank drank prank crank crane,-0.0035445458496305956,2
plink,plans,plink plonk plank plane plans,-0.003544545849630596,2
plonk,plans,plonk plunk plank plane plans,-0.003544545849630596,2
breve,braze,breve brave brace brake braze,-0.003544545849630596,2
shook,stoop,shook snook snood snoop stoop,-0.0035567144719687084,2
ruble,nobby,ruble roble noble nobly nobby,-0.0035567144719687105,4
roble,lobby,roble noble nobly nobby lobby,-0.0035567144719687105,3
tasks,hawks,tasks tacks jacks hacks hawks,-0.003662755323772273,2
chimp,slime,chimp chime crime clime slime,-0.0036749239461103867,3
toted,bowed,toted towed rowed wowed bowed,-0.0036749239461103867,2
slimy,crime,slimy slims slime clime crime,-0.0036749239461103867,3
jenny,funny,jenny penny punny tunny funny,-0.0036749239461103867,2
seeps,needs,seeps seeks seers seeds needs,-0.0036749239461103867,2
swung,spank,swung slung slang spang spank,-0.003674923946110387,3
grief,fries,grief brief bries tries fries,-0.003674923946110387,2
brant,trace,brant bract tract track trace,-0.003674923946110387,3
pasha,darts,pasha pasta pasts parts darts,-0.0036870925684484995,4
butts,miles,butts mutts mitts mites miles,-0.003687092568448501,4
cants,watts,cants pants rants wants watts,-0.0038053020425901788,2
spray,splat,spray sprat sprit split splat,-0.0038053020425901788,2
gleam,pleat,gleam glean clean cleat pleat,-0.0038053020425901788,2
gages,hames,gages games dames names hames,-0.0038053020425901788,2
wifey,kinds,wifey winey windy winds kinds,-0.0038053020425901788,4
glory,blaze,glory glary glare blare blaze,-0.003805302042590179,4
reeds,diems,reeds needs deeds deems diems,-0.003805302042590179,3
parry,curly,parry harry hurry curry curly,-0.0039356801390699695,3
punch,lynch,punch bunch munch lunch lynch,-0.0039356801390699695,2
scour,stoup,scour scout shout stout stoup,-0.0039356801390699695,2
fully,hullo,fully fulls nulls hulls hullo,-0.0039356801390699695,2
aspen,acres,aspen ashen ashes aches acres,-0.0039356801390699695,3
glows,globe,glows gloss gloms globs globe,-0.0039356801390699695,2
mower,ropes,mower tower toper roper ropes,-0.0039356801390699695,3
flung,clans,flung flunk flank clank clans,-0.0039356801390699695,3
trace,prink,trace trice trick prick prink,-0.00393568013906997,4
tripe,prime,tripe trice price pride prime,-0.00393568013906997,2
snaky,stake,snaky shaky shako shake stake,-0.00393568013906997,2
palmy,fully,palmy pally polly folly fully,-0.00393568013906997,3
seest,waist,seest weest wrest wrist waist,-0.00393568013906997,3
bluff,snuff,bluff fluff sluff stuff snuff,-0.00393568013906997,2
bribe,primo,bribe bride pride prime primo,-0.004066058235549761,3
beech,botch,beech bench bunch butch botch,-0.004066058235549761,2
sears,swags,sears stars stays sways swags,-0.004066058235549761,2
flare,glaze,flare flame blame blaze glaze,-0.004066058235549761,2
brava,crate,brava bravo brave crave crate,-0.004066058235549762,3
biddy,sadly,biddy baddy badly madly sadly,-0.004066058235549762,3
blare,crave,blare blaze braze brave crave,-0.004066058235549762,3
staff,snuff,staff stiff spiff sniff snuff,-0.004066058235549762,2
craze,bravo,craze graze braze brave bravo,-0.004066058235549762,3
gloom,brook,gloom groom grook crook brook,-0.004066058235549762,3
waist,drift,waist wrist grist grift drift,-0.004066058235549762,3
stows,stems,stows stews stets steps stems,-0.0040782268578878735,2
mover,tomes,mover moved moves toves tomes,-0.004078226857887874,3
tamed,fixed,tamed gamed famed faxed fixed,-0.004078226857887874,3
canto,pacts,canto cants carts parts pacts,-0.004078226857887874,3
parks,papas,parks pards parts paras papas,-0.004078226857887874,2
morts,harks,morts marts parts parks harks,-0.004078226857887874,3
boner,cower,boner borer bower power cower,-0.004078226857887875,2
panel,paced,panel panes pares paces paced,-0.004196436332029552,2
shark,spans,shark shank spank spang spans,-0.004196436332029553,3
prism,price,prism prise prize pride price,-0.004196436332029553,2
silly,jolly,silly filly folly polly jolly,-0.004196436332029553,2
souls,pools,souls fouls foals fools pools,-0.004196436332029553,2
girds,warns,girds birds bards wards warns,-0.004196436332029553,3
heals,reels,heals heels peels feels reels,-0.004196436332029553,2
spine,stint,spine swine swing sting stint,-0.004196436332029553,2
woods,golds,woods goods foods folds golds,-0.004196436332029553,2
arced,piled,arced armed aimed ailed piled,-0.004196436332029553,3
flown,blows,flown clown blown blowy blows,-0.004196436332029553,2
mixer,mires,mixer miner miler miles mires,-0.004208604954367667,2
silky,miler,silky silks milks miles miler,-0.004208604954367667,3
miles,silos,miles biles bilks silks silos,-0.004208604954367667,2
cools,woods,cools tools fools wools woods,-0.0043268144285093435,2
frame,clans,frame flame flams clams clans,-0.004326814428509344,4
drake,clave,drake brake brave crave clave,-0.004326814428509344,3
zincs,songs,zincs zings kings sings songs,-0.004326814428509344,3
rewed,lowed,rewed rowed bowed vowed lowed,-0.004326814428509344,2
sixth,milky,sixth sixty silty silky milky,-0.004326814428509344,4
eland,glass,eland elans plans glans glass,-0.004338983050847458,3
runes,risen,runes ruses roses rises risen,-0.004457192524989135,3
bands,minus,bands bunds binds minds minus,-0.004457192524989135,3
grant,trace,grant brant bract brace trace,-0.004457192524989135,3
easts,calms,easts casts casks calks calms,-0.004457192524989136,3
rocks,conks,rocks rocky cocky cocks conks,-0.004457192524989136,2
stank,stare,stank stark snark snare stare,-0.004457192524989136,2
larch,bunco,larch lurch lunch bunch bunco,-0.004457192524989136,4
sneer,shelf,sneer sheer shear sheaf shelf,-0.004457192524989136,3
sonar,poles,sonar solar polar poler poles,-0.004457192524989136,4
glint,taint,glint flint feint faint taint,-0.004457192524989136,2
raped,dazed,raped gaped gazed mazed dazed,-0.004457192524989136,2
prove,drone,prove prose probe prone drone,-0.004457192524989136,2
jived,rimed,jived lived liked limed rimed,-0.00446936114732725,2
seams,bears,seams reams reaps rears bears,-0.004587570621468926,2
nudge,dodge,nudge judge budge bodge dodge,-0.004587570621468927,2
snort,stoas,snort snout stout stoat stoas,-0.004587570621468927,3
thunk,swans,thunk thank shank swank swans,-0.004587570621468927,4
cells,bolls,cells calls malls balls bolls,-0.004587570621468927,2
calla,fells,calla calls cells bells fells,-0.004587570621468927,3
thank,spunk,thank shank swank spank spunk,-0.004587570621468927,3
moire,posse,moire noire noise poise posse,-0.004587570621468927,3
hints,wings,hints dints dines dings wings,-0.004587570621468927,2
snowy,shows,snowy snows scows stows shows,-0.004587570621468927,2
marry,burry,marry merry terry berry burry,-0.004587570621468927,2
curia,purse,curia curie curse nurse purse,-0.004717948717948717,3
howls,coils,howls fowls yowls cowls coils,-0.004717948717948718,2
blest,flash,blest blast blash slash flash,-0.004717948717948718,3
sheep,creek,sheep cheep cheer cheek creek,-0.004717948717948718,3
rings,fends,rings rinds binds finds fends,-0.004717948717948718,3
socks,codas,socks rocks cocks cocas codas,-0.004717948717948718,3
study,sours,study studs spuds spurs sours,-0.004717948717948718,3
torch,coach,torch porch pooch poach coach,-0.004717948717948718,2
coral,aural,coral moral mural rural aural,-0.004717948717948719,2
grogs,dress,grogs groks gross dross dress,-0.0047301173402868315,3
croft,grift,croft craft draft graft grift,-0.0047301173402868315,2
scene,slops,scene scone scope slope slops,-0.004730117340286832,4
spina,spire,spina spine shine shire spire,-0.004848326814428509,2
keeps,belly,keeps kelps kelpy kelly belly,-0.004848326814428509,4
bulgy,nudge,bulgy bulge budge judge nudge,-0.004848326814428509,3
floes,blows,floes floss flows plows blows,-0.004848326814428509,2
guppy,pumps,guppy puppy pulpy pulps pumps,-0.004848326814428509,3
sedgy,lodge,sedgy sedge wedge ledge lodge,-0.00484832681442851,3
rumps,puppy,rumps pumps pulps pulpy puppy,-0.00484832681442851,3
hacks,rocks,hacks hocks socks mocks rocks,-0.00484832681442851,2
grift,crest,grift grist wrist wrest crest,-0.004848326814428511,3
logos,gooks,logos locos locks looks gooks,-0.004860495436766623,3
tuans,tarts,tuans turns turps tarps tarts,-0.004860495436766624,3
carry,berry,carry tarry terry jerry berry,-0.004860495436766624,2
casas,tasks,casas casks basks masks tasks,-0.004978704910908301,2
wives,pipes,wives wires wipes yipes pipes,-0.004978704910908301,2
scare,chine,scare share shire shine chine,-0.004978704910908301,4
shins,china,shins shiny shine chine china,-0.004978704910908301,2
gwine,chins,gwine twine thine thins chins,-0.004978704910908301,3
fluke,flame,fluke fluky flaky flake flame,-0.004978704910908301,2
wires,ripen,wires wises rises risen ripen,-0.0049787049109083015,3
peeks,keens,peeks peels keels keeps keens,-0.0049787049109083015,2
prude,posse,prude pride prise poise posse,-0.0049787049109083015,3
forts,fools,forts forms fords foods fools,-0.004978704910908302,2
gongs,bonks,gongs songs bongs bones bonks,-0.004990873533246415,2
beano,means,beano beans weans deans means,-0.005003042155584529,2
hoofs,kooks,hoofs hoops hooks rooks kooks,-0.005109083007388092,2
shiny,chine,shiny whiny whine thine chine,-0.005109083007388092,2
bract,orate,bract brace grace grate orate,-0.005109083007388092,3
trows,craws,trows prows crows crews craws,-0.005109083007388092,2
groks,rocks,groks gooks cooks cocks rocks,-0.005109083007388092,3
tongs,dames,tongs tones tomes tames dames,-0.005109083007388092,4
acorn,spore,acorn scorn score snore spore,-0.005109083007388092,3
clung,slunk,clung flung flunk klunk slunk,-0.005109083007388092,2
epics,spine,epics spics spice spire spine,-0.005109083007388092,3
block,click,block flock flack clack click,-0.005109083007388092,2
patsy,palms,patsy pansy palsy palmy palms,-0.005109083007388093,3
hones,bunds,hones bones bongs bungs bunds,-0.005121251629726206,3
peter,mates,peter deter meter metes mates,-0.005121251629726206,3
coupe,comes,coupe coups coops comps comes,-0.0051334202520643205,3
coxes,cocas,coxes comes comps comas cocas,-0.0051334202520643205,2
robes,lover,robes roves moves mover lover,-0.005239461103867883,3
hinds,wings,hinds kinds kinks winks wings,-0.005239461103867883,2
holed,lover,holed hoped hoper hover lover,-0.005239461103867883,3
smear,shelf,smear spear shear sheaf shelf,-0.005239461103867883,3
elate,slats,elate slate plate plats slats,-0.005239461103867883,2
salty,hills,salty sally silly hilly hills,-0.005239461103867883,4
twiny,china,twiny twins thins chins china,-0.005239461103867883,3
trade,trite,trade trace trice trike trite,-0.005239461103867884,2
bears,brads,bears beats blats brats brads,-0.005239461103867884,2
heels,reeks,heels keels peels reels reeks,-0.005239461103867884,2
hardy,bandy,hardy handy randy candy bandy,-0.005239461103867884,2
hoods,wilts,hoods woods wolds wilds wilts,-0.005239461103867884,4
chasm,chars,chasm charm chary chart chars,-0.005239461103867884,2
baulk,calms,baulk caulk cauls calls calms,-0.005239461103867885,4
slant,clans,slant plant plane plans clans,-0.005239461103867885,2
quest,diest,quest guest goest doest diest,-0.005239461103867885,2
stunt,flung,stunt stunk stung slung flung,-0.005239461103867885,3
treys,crest,treys tress dress cress crest,-0.005251629726205997,3
dress,prest,dress tress cress crest prest,-0.005251629726205997,2
aside,amino,aside abide amide amine amino,-0.005251629726205998,3
baker,piped,baker biker biked biped piped,-0.00526379834854411,4
repay,belly,repay relay delay belay belly,-0.005369839200347675,3
talcs,files,talcs tales bales biles files,-0.005369839200347675,3
humpf,dumps,humpf humps pumps rumps dumps,-0.0053698392003476755,2
riced,rides,riced rived river rider rides,-0.0053698392003476755,2
craps,gross,craps crops drops dross gross,-0.0053698392003476755,3
shine,chits,shine chine china chins chits,-0.0053698392003476755,3
bream,treed,bream bread breed creed treed,-0.0053698392003476755,3
laded,raved,laded faded fazed razed raved,-0.0053698392003476755,2
wafer,waved,wafer waker waxer waxed waved,-0.0053698392003476755,2
telly,bulls,telly belly belli bells bulls,-0.0053698392003476755,3
forms,fulls,forms firms films fills fulls,-0.0053698392003476755,3
stray,sprat,stray spray splay splat sprat,-0.0053698392003476755,2
venal,metal,venal penal pedal medal metal,-0.0053698392003476755,2
paced,waded,paced laced lased laded waded,-0.0053698392003476755,2
tooth,riots,tooth toots soots roots riots,-0.0053698392003476755,3
hikes,rules,hikes hides rides riles rules,-0.0053698392003476755,3
natch,parch,natch match latch patch parch,-0.0053698392003476755,2
waxen,caved,waxen waxer waxed waved caved,-0.0053698392003476755,3
oiler,pales,oiler oiled piled piles pales,-0.0053698392003476755,3
adore,sworn,adore adorn acorn scorn sworn,-0.0053698392003476755,3
sprat,stray,sprat splat splay spray stray,-0.0053698392003476755,2
drove,prude,drove drone prone prune prude,-0.005382007822685789,3
loser,maker,loser laser later laker maker,-0.005382007822685789,3
burps,tares,burps burns turns tarns tares,-0.005382007822685789,3
kinda,tints,kinda kinds hinds hints tints,-0.005500217296827465,3
hooks,tones,hooks honks zonks zones tones,-0.005500217296827465,3
tiger,tides,tiger titer tiler tiles tides,-0.005500217296827466,2
ropes,moves,ropes mopes moles motes moves,-0.005500217296827466,2
galas,taxes,galas gales tales tapes taxes,-0.005500217296827466,3
tared,fined,tared tired hired fired fined,-0.005500217296827466,3
crush,brink,crush brush brusk brisk brink,-0.005500217296827466,4
milks,hills,milks mills mulls hulls hills,-0.005500217296827467,2
barbs,dares,barbs barns darns darts dares,-0.005500217296827467,2
snare,suave,snare snake slake slave suave,-0.005500217296827467,2
pulps,corps,pulps pumps pomps comps corps,-0.005500217296827467,3
brine,trice,brine bride bribe tribe trice,-0.005500217296827467,2
sprog,spray,sprog sprig sprit sprat spray,-0.005500217296827467,2
facts,pasts,facts tacts pacts pants pasts,-0.00551238591916558,2
sakes,tamer,sakes wakes takes tames tamer,-0.00551238591916558,3
waged,files,waged wages wales wiles files,-0.005630595393307257,4
goods,hoops,goods goofs hoofs hoots hoops,-0.005630595393307257,2
colts,coals,colts costs coots coats coals,-0.005630595393307258,2
rouge,tough,rouge rough dough bough tough,-0.005630595393307258,2
valid,rebid,valid vapid rapid rabid rebid,-0.005630595393307259,3
udder,eider,udder odder older elder eider,-0.005630595393307259,2
wraps,brass,wraps craps crabs crass brass,-0.005630595393307259,2
crick,stuck,crick chick chuck shuck stuck,-0.005630595393307259,3
milky,hulks,milky silky sulky sulks hulks,-0.005630595393307259,3
deeps,preps,deeps keeps weeps peeps preps,-0.005630595393307259,2
servo,verse,servo serve nerve verve verse,-0.005630595393307259,3
kirks,backs,kirks kicks licks lacks backs,-0.005630595393307259,3
older,cider,older elder ender eider cider,-0.005630595393307259,2
girth,filth,girth mirth birth firth filth,-0.005630595393307259,2
taint,sting,taint paint saint stint sting,-0.005630595393307259,3
reams,routs,reams roams rooms roots routs,-0.005642764015645371,3
fetus,faced,fetus fetes feces faces faced,-0.005642764015645371,4
coifs,sails,coifs coils foils fails sails,-0.005642764015645373,3
saved,cawed,saved sawed yawed pawed cawed,-0.005760973489787049,2
tines,hills,tines tiles tills bills hills,-0.005760973489787049,3
riper,faced,riper raper raped raced faced,-0.005760973489787049,4
pined,pikes,pined piped pipes pines pikes,-0.005760973489787049,2
crass,drams,crass brass brags drags drams,-0.005760973489787049,2
folds,corky,folds folks folky forky corky,-0.005760973489787049,4
begat,beset,begat beget begot besot beset,-0.005760973489787049,2
timer,tired,timer tiler tiles tiled tired,-0.005760973489787049,2
solve,curve,solve salve calve carve curve,-0.005760973489787049,3
nuked,raped,nuked naked waked raked raped,-0.005760973489787049,3
dwelt,twill,dwelt dwell swell swill twill,-0.005760973489787049,3
walks,racks,walks calks talks tacks racks,-0.005760973489787049,2
stole,sting,stole stile stilt stint sting,-0.005760973489787049,3
snipe,slice,snipe snide slide slime slice,-0.005760973489787049,2
ended,rimed,ended anded aided aimed rimed,-0.005760973489787049,3
capes,waken,capes cakes jakes wakes waken,-0.005760973489787049,3
nares,oared,nares dares dared cared oared,-0.005760973489787049,2
glove,slake,glove clove clave slave slake,-0.005760973489787049,3
tench,leach,tench wench bench beach leach,-0.0057731421121251635,2
sects,seams,sects seats slats slams seams,-0.00589135158626684,2
fudge,bulky,fudge budge bulge bulgy bulky,-0.00589135158626684,4
calks,halls,calks talks tales hales halls,-0.00589135158626684,2
beret,bigot,beret beget begat begot bigot,-0.005891351586266841,3
tones,bikes,tones pones pines pikes bikes,-0.005891351586266841,3
plans,flaky,plans plays flays flaks flaky,-0.005891351586266841,3
greek,treed,greek greed creed freed treed,-0.005891351586266841,2
joist,feist,joist hoist moist foist feist,-0.005891351586266841,2
pails,waits,pails tails vails wails waits,-0.005891351586266841,2
bider,wises,bider rider rides rises wises,-0.005891351586266841,3
skies,spins,skies spies spits spics spins,-0.005891351586266841,2
wards,banes,wards lards lands bands banes,-0.005891351586266841,3
yolky,wolds,yolky yolks folks folds wolds,-0.005891351586266841,3
palls,mills,palls pills cills hills mills,-0.005891351586266841,2
roses,holey,roses roles soles holes holey,-0.005891351586266841,3
fasts,hosts,fasts casts cysts costs hosts,-0.005891351586266842,2
tiles,wises,tiles wiles wires wives wises,-0.005891351586266842,2
coati,casts,coati coats costs cysts casts,-0.005891351586266842,3
brent,gaunt,brent brant grant grunt gaunt,-0.005891351586266842,3
turds,ferns,turds turns terns kerns ferns,-0.005903520208604954,3
yards,warms,yards wards wares warps warms,-0.005903520208604955,2
tacet,fared,tacet facet facer faced fared,-0.006021729682746632,3
leant,leafs,leant leapt leaps leads leafs,-0.006021729682746632,2
codex,loves,codex codes coves roves loves,-0.006021729682746632,3
erred,cared,erred eared eased cased cared,-0.006021729682746632,2
lords,curvy,lords cords curds curdy curvy,-0.006021729682746632,4
ducky,mushy,ducky dusky husky musky mushy,-0.006021729682746632,3
urine,trite,urine brine bribe tribe trite,-0.006021729682746632,2
clues,fleet,clues blues flues flees fleet,-0.006021729682746632,3
swami,scale,swami swamp scamp scalp scale,-0.006021729682746632,3
wines,hides,wines wives rives hives hides,-0.006021729682746632,2
taels,waifs,taels tails jails wails waifs,-0.006021729682746632,3
waste,calve,waste caste carte carve calve,-0.006021729682746632,3
hoist,rouse,hoist joist joust roust rouse,-0.006021729682746632,3
hosts,topes,hosts hoses hones tones topes,-0.006021729682746632,3
leaps,vends,leaps leafs leads lends vends,-0.006021729682746632,3
dosed,noses,dosed doses roses poses noses,-0.006021729682746632,2
bushy,musta,bushy busty dusty musty musta,-0.006021729682746632,3
rends,texts,rends rents dents tents texts,-0.0060217296827466335,3
lotus,mates,lotus latus laths maths mates,-0.006033898305084745,3
preys,grass,preys prays grays grabs grass,-0.006033898305084745,3
bruit,brand,bruit bruin brain braid brand,-0.006033898305084745,3
scuse,mouse,scuse souse louse rouse mouse,-0.006033898305084746,2
chaps,coals,chaps chars chats coats coals,-0.0061521077792264225,2
goads,beams,goads roads reads reams beams,-0.0061521077792264225,3
roams,goofs,roams roads roods roofs goofs,-0.006152107779226423,3
shorn,adore,shorn scorn acorn adorn adore,-0.006152107779226423,3
drips,poops,drips drops crops props poops,-0.006152107779226423,3
clads,blaze,clads glads glade blade blaze,-0.006152107779226423,3
dusty,missy,dusty gusty musty misty missy,-0.006152107779226423,3
lochs,socks,lochs locus locos locks socks,-0.006152107779226423,2
malls,billy,malls halls balls bally billy,-0.006152107779226423,3
lacks,hangs,lacks tacks tanks tangs hangs,-0.006152107779226423,3
beast,roast,beast boast boost roost roast,-0.006152107779226423,2
poles,poser,poles poses poset posed poser,-0.006152107779226423,2
fated,laved,fated faced maced laced laved,-0.006152107779226423,2
jelly,kelpy,jelly telly belly kelly kelpy,-0.006152107779226423,2
tikes,hades,tikes tiles tides hides hades,-0.006152107779226423,3
pouts,forts,pouts poets ports torts forts,-0.006152107779226423,2
costs,lases,costs casts easts lasts lases,-0.006152107779226423,3
guest,didst,guest goest doest diest didst,-0.006152107779226424,3
lasts,costs,lasts fasts pasts casts costs,-0.006152107779226424,2
halos,balls,halos halts halls galls balls,-0.006152107779226424,2
warms,bands,warms wards wands sands bands,-0.006152107779226424,3
veins,raids,veins reins ruins rains raids,-0.006152107779226424,3
quint,quirk,quint quiet quilt quirt quirk,-0.006164276401564537,2
boots,routs,boots moots foots roots routs,-0.006164276401564537,2
quilt,quirk,quilt quint quiet quirt quirk,-0.006164276401564537,2
mouse,missy,mouse mousy mossy messy missy,-0.0061642764015645375,3
hours,roans,hours hoars boars roars roans,-0.006176445023902652,3
tours,doers,tours hours hoars hoers doers,-0.006176445023902652,2
riles,mixes,riles wiles files fixes mixes,-0.006282485875706215,2
flush,slosh,flush plush blush slush slosh,-0.006282485875706215,2
poxed,modes,poxed poxes boxes bodes modes,-0.006282485875706215,3
gauze,rough,gauze gauge gouge rouge rough,-0.006282485875706215,4
dowry,gowns,dowry downy downs towns gowns,-0.006282485875706215,3
roost,yeast,roost boost boast beast yeast,-0.006282485875706215,3
arose,prosy,arose arise prise prose prosy,-0.006282485875706215,2
acted,aired,acted anted anded aided aired,-0.006282485875706215,2
pulse,purer,pulse purse purge puree purer,-0.006282485875706215,3
beats,brand,beats beads brads brans brand,-0.006282485875706215,3
feeds,leeks,feeds seeds seers seeks leeks,-0.006282485875706215,2
creed,cheek,creed creep creel creek cheek,-0.006282485875706215,2
toads,dears,toads loads leads deads dears,-0.006282485875706215,3
maces,tales,maces mares manes males tales,-0.006282485875706215,2
pares,males,pares cares hares mares males,-0.006282485875706215,2
rainy,veils,rainy rains reins veins veils,-0.006282485875706215,4
mirth,bitch,mirth firth birth birch bitch,-0.006282485875706215,3
anise,prise,anise arise arose prose prise,-0.006282485875706215,2
witch,punch,witch winch finch pinch punch,-0.006282485875706216,3
scarp,stalk,scarp scalp scale stale stalk,-0.006282485875706216,3
finch,hunch,finch cinch pinch punch hunch,-0.006282485875706216,2
proxy,arise,proxy prosy prose arose arise,-0.006282485875706216,4
freer,brews,freer frees trees trews brews,-0.006294654498044327,3
thaws,trees,thaws thews thens thees trees,-0.006294654498044327,3
quack,quiet,quack quark quart quirt quiet,-0.006294654498044327,3
drink,pluck,drink prink plink plunk pluck,-0.006294654498044329,4
wares,faces,wares tares taxes faxes faces,-0.006294654498044329,2
cards,purls,cards curds curbs curls purls,-0.006412863972186006,3
squid,squab,squid squad squat squaw squab,-0.006412863972186006,2
yurts,cares,yurts hurts harts carts cares,-0.006412863972186006,3
haven,raped,haven raven raved rayed raped,-0.006412863972186006,3
bated,fared,bated dated dared oared fared,-0.006412863972186006,2
aired,sines,aired sired sized sizes sines,-0.006412863972186006,3
musky,bushy,musky musty busty busby bushy,-0.006412863972186006,2
groom,brood,groom grook crook brook brood,-0.006412863972186006,2
veeps,reefs,veeps deeps deeds reeds reefs,-0.006412863972186006,2
fishy,musky,fishy fisty fusty musty musky,-0.006412863972186006,3
vases,dined,vases vanes vines vined dined,-0.006412863972186006,4
sinew,sired,sinew sines sizes sized sired,-0.006412863972186006,2
gaunt,brant,gaunt grunt brunt brent brant,-0.006412863972186006,3
haunt,saint,haunt gaunt taunt taint saint,-0.006412863972186006,2
